Station2,Sample Type,Parameter,Qualifier,ResultAvg,Units
L03-316-3 (L03P12),Total,alpha Chlordane,<,1,ng/L
L01-404-1,Total,alpha Chlordane,<,1,ng/L
L01-340-1,Total,alpha Chlordane,<,1,ng/L
L05-489-3,Total,alpha Chlordane,<,1,ng/L
L05-049-1,Total,alpha Chlordane,<,1,ng/L
L02-374-1 (L02P50),Total,alpha Chlordane,<,1,ng/L
L03-418-8,Total,alpha Chlordane,<,1,ng/L
J01-9224-2 (J01P25),Total,alpha Chlordane,<,1,ng/L
J01-9992-1 (J01P27),Total,alpha Chlordane,<,1,ng/L
J01-9131-1 (J01P28),Total,alpha Chlordane,<,1,ng/L
J01-9007-1 (J02P05),Total,alpha Chlordane,<,1,ng/L
J06-9079-1 (J06P03),Total,alpha Chlordane,<,1,ng/L
J06-10011-1 (J06P01),Total,alpha Chlordane,<,1,ng/L
J01-9082-2,Total,alpha Chlordane,<,1,ng/L
L01-726-5,Total,alpha Chlordane,<,1,ng/L
L01-728-5 (L01-DP),Total,alpha Chlordane,<,1,ng/L
K01-12159-2,Total,alpha Chlordane,<,1,ng/L
K01-12159-3,Total,alpha Chlordane,<,1,ng/L
I01-11010-1,Total,alpha Chlordane,<,1,ng/L
I00-11437-1,Total,alpha Chlordane,<,1,ng/L
L02-246-1 (L11P01),Total,alpha Chlordane,<,1,ng/L
L02-641-1,Total,alpha Chlordane,<,1,ng/L
L02-641-2,Total,alpha Chlordane,<,1,ng/L
L01-731-1 (L08TBN2),Total,alpha Chlordane,<,1,ng/L
L02-166-3 (L02P26),Total,alpha Chlordane,<,1,ng/L
L05-503-1,Total,alpha Chlordane,<,1,ng/L
L01-724-4 (L01P03),Total,alpha Chlordane,<,1,ng/L
L01-724-1 (L01S01),Total,alpha Chlordane,<,1,ng/L
M01-042-1 (M01S01),Total,alpha Chlordane,<,1,ng/L
M02-032-1,Total,alpha Chlordane,<,1,ng/L
SC1-2,Total,alpha Chlordane,<,1,ng/L
M02-085-1 (M02P06),Total,alpha Chlordane,<,1,ng/L
M02-085-2,Total,alpha Chlordane,<,1,ng/L
K01-12126-1 (K01S01),Total,alpha Chlordane,<,1,ng/L
K01-12177-1 (K01P07),Total,alpha Chlordane,<,1,ng/L
J03-9221-1 (J03P02),Total,alpha Chlordane,<,1,ng/L
J01-9224-1 (J01P24),Total,alpha Chlordane,<,1,ng/L
L04-672-1,Total,"Ammonia, as Nitrogen",NA,0.195,mg/L
L04-266-5,Total,"Ammonia, as Nitrogen",NA,0.12,mg/L
J01-10004-1 (J01P01),Total,"Ammonia, as Nitrogen",NA,0.11499999999999999,mg/L
L03-662-3 (L03P16),Total,"Ammonia, as Nitrogen",<,0.05,mg/L
L03-214-2 (L03P18),Total,"Ammonia, as Nitrogen",NA,0.12,mg/L
L03-316-3 (L03P12),Total,"Ammonia, as Nitrogen",<,0.335,mg/L
L01-404-1,Total,"Ammonia, as Nitrogen",NA,0.155,mg/L
L01-340-1,Total,"Ammonia, as Nitrogen",NA,0.15000000000000002,mg/L
L05-049-1,Total,"Ammonia, as Nitrogen",NA,4.16,mg/L
L03-418-8,Total,"Ammonia, as Nitrogen",NA,0.11000000000000001,mg/L
K01-12177-1 (K01P07),Total,"Ammonia, as Nitrogen",NA,0.08499999999999999,mg/L
J03-9221-1 (J03P02),Total,"Ammonia, as Nitrogen",NA,0.175,mg/L
J01-9224-1 (J01P24),Total,"Ammonia, as Nitrogen",NA,0.1,mg/L
J01-9224-2 (J01P25),Total,"Ammonia, as Nitrogen",NA,0.33,mg/L
J01-9992-1 (J01P27),Total,"Ammonia, as Nitrogen",NA,0.8049999999999999,mg/L
J01-9131-1 (J01P28),Total,"Ammonia, as Nitrogen",NA,0.545,mg/L
J01-9007-1 (J02P05),Total,"Ammonia, as Nitrogen",NA,2.105,mg/L
J06-9079-1 (J06P03),Total,"Ammonia, as Nitrogen",NA,0.095,mg/L
J06-10011-1 (J06P01),Total,"Ammonia, as Nitrogen",NA,0.33,mg/L
J01-9082-2,Total,"Ammonia, as Nitrogen",NA,0.315,mg/L
L01-726-5,Total,"Ammonia, as Nitrogen",<,0.05,mg/L
L01-728-5 (L01-DP),Total,"Ammonia, as Nitrogen",<,0.05,mg/L
K01-12159-2,Total,"Ammonia, as Nitrogen",<,0.05,mg/L
K01-12159-3,Total,"Ammonia, as Nitrogen",<,0.05,mg/L
I01-11010-1,Total,"Ammonia, as Nitrogen",<,0.05,mg/L
I00-11437-1,Total,"Ammonia, as Nitrogen",<,0.05,mg/L
L02-246-1 (L11P01),Total,"Ammonia, as Nitrogen",NA,0.1,mg/L
L02-641-1,Total,"Ammonia, as Nitrogen",<,0.05,mg/L
L02-641-2,Total,"Ammonia, as Nitrogen",<,0.05,mg/L
L01-731-1 (L08TBN2),Total,"Ammonia, as Nitrogen",<,0.05,mg/L
L02-166-3 (L02P26),Total,"Ammonia, as Nitrogen",<,0.05,mg/L
L05-503-1,Total,"Ammonia, as Nitrogen",NA,3.09,mg/L
L01-724-4 (L01P03),Total,"Ammonia, as Nitrogen",NA,0.22999999999999998,mg/L
L01-724-1 (L01S01),Total,"Ammonia, as Nitrogen",<,0.05,mg/L
M01-042-1 (M01S01),Total,"Ammonia, as Nitrogen",NA,0.15,mg/L
M02-032-1,Total,"Ammonia, as Nitrogen",<,0.05,mg/L
SC1-2,Total,"Ammonia, as Nitrogen",NA,0.33999999999999997,mg/L
M02-085-1 (M02P06),Total,"Ammonia, as Nitrogen",NA,0.74,mg/L
M02-085-2,Total,"Ammonia, as Nitrogen",NA,0.1,mg/L
K01-12126-1 (K01S01),Total,"Ammonia, as Nitrogen",<,0.08499999999999999,mg/L
L03-316-3 (L03P12),Total,"Ammonia, as Nitrogen",NA,0.335,mg/L
L03-418-8,Total,"Ammonia, as Nitrogen",<,0.11000000000000001,mg/L
K01-12177-1 (K01P07),Total,"Ammonia, as Nitrogen",<,0.08499999999999999,mg/L
J01-9224-1 (J01P24),Total,"Ammonia, as Nitrogen",<,0.1,mg/L
L01-404-1,Total,"Ammonia, as Nitrogen",<,0.155,mg/L
L05-489-3,Total,"Ammonia, as Nitrogen",NA,1.7,mg/L
L02-374-1 (L02P50),Total,"Ammonia, as Nitrogen",NA,0.14,mg/L
J06-9079-1 (J06P03),Total,"Ammonia, as Nitrogen",<,0.095,mg/L
J06-10011-1 (J06P01),Total,"Ammonia, as Nitrogen",<,0.33,mg/L
L02-246-1 (L11P01),Total,"Ammonia, as Nitrogen",<,0.1,mg/L
M02-085-2,Total,"Ammonia, as Nitrogen",<,0.1,mg/L
L01-724-4 (L01P03),Total,"Ammonia, as Nitrogen",<,0.22999999999999998,mg/L
K01-12126-1 (K01S01),Total,"Ammonia, as Nitrogen",NA,0.08499999999999999,mg/L
L04-672-1,Total,Anthracene,<,2.5,ng/L
L04-266-5,Total,Anthracene,<,2.5,ng/L
J01-10004-1 (J01P01),Total,Anthracene,<,2.5,ng/L
L03-214-2 (L03P18),Total,Anthracene,<,2.5,ng/L
L03-316-3 (L03P12),Total,Anthracene,<,2.5,ng/L
L01-404-1,Total,Anthracene,<,2.5,ng/L
L01-340-1,Total,Anthracene,<,2.5,ng/L
L05-489-3,Total,Anthracene,<,2.5,ng/L
L05-049-1,Total,Anthracene,<,2.5,ng/L
L02-374-1 (L02P50),Total,Anthracene,<,2.5,ng/L
L03-418-8,Total,Anthracene,<,2.5,ng/L
K01-12177-1 (K01P07),Total,Anthracene,<,2.5,ng/L
J03-9221-1 (J03P02),Total,Anthracene,<,2.5,ng/L
J01-9224-1 (J01P24),Total,Anthracene,<,2.5,ng/L
J01-9224-2 (J01P25),Total,Anthracene,<,2.5,ng/L
J01-9992-1 (J01P27),Total,Anthracene,<,2.5,ng/L
J01-9131-1 (J01P28),Total,Anthracene,<,2.5,ng/L
J01-9007-1 (J02P05),Total,Anthracene,<,2.5,ng/L
J06-9079-1 (J06P03),Total,Anthracene,<,2.5,ng/L
J06-10011-1 (J06P01),Total,Anthracene,<,2.5,ng/L
J01-9082-2,Total,Anthracene,<,2.5,ng/L
L01-726-5,Total,Anthracene,<,2.5,ng/L
L01-728-5 (L01-DP),Total,Anthracene,<,2.5,ng/L
K01-12159-2,Total,Anthracene,<,2.5,ng/L
K01-12159-3,Total,Anthracene,<,2.5,ng/L
I01-11010-1,Total,Anthracene,<,2.5,ng/L
I00-11437-1,Total,Anthracene,<,2.5,ng/L
L02-246-1 (L11P01),Total,Anthracene,<,2.5,ng/L
L02-641-1,Total,Anthracene,<,2.5,ng/L
L02-641-2,Total,Anthracene,<,2.5,ng/L
L01-731-1 (L08TBN2),Total,Anthracene,<,2.5,ng/L
L02-166-3 (L02P26),Total,Anthracene,<,2.5,ng/L
L01-724-4 (L01P03),Total,Anthracene,<,2.5,ng/L
L01-724-1 (L01S01),Total,Anthracene,<,2.5,ng/L
M01-042-1 (M01S01),Total,Anthracene,<,2.5,ng/L
M02-032-1,Total,Anthracene,<,2.5,ng/L
SC1-2,Total,Anthracene,<,2.5,ng/L
M02-085-1 (M02P06),Total,Anthracene,<,2.5,ng/L
M02-085-2,Total,Anthracene,<,2.5,ng/L
K01-12126-1 (K01S01),Total,Anthracene,<,2.5,ng/L
L03-662-3 (L03P16),Total,Anthracene,<,2.5,ng/L
L05-503-1,Total,Anthracene,<,2.5,ng/L
L04-672-1,Total,"Arsenic, Total",NA,2.5,ug/L
L04-266-5,Total,"Arsenic, Total",NA,2.75,ug/L
L04-672-1,Dissolved,"Arsenic, Total",NA,2.3499999999999996,ug/L
L04-266-5,Dissolved,"Arsenic, Total",NA,2.5,ug/L
J01-10004-1 (J01P01),Total,"Arsenic, Total",NA,5.55,ug/L
J01-10004-1 (J01P01),Dissolved,"Arsenic, Total",NA,5.2,ug/L
L03-662-3 (L03P16),Total,"Arsenic, Total",NA,4,ug/L
L03-214-2 (L03P18),Total,"Arsenic, Total",NA,10.1,ug/L
L03-316-3 (L03P12),Total,"Arsenic, Total",NA,8.3,ug/L
L03-662-3 (L03P16),Dissolved,"Arsenic, Total",NA,3.7,ug/L
L03-214-2 (L03P18),Dissolved,"Arsenic, Total",NA,9.95,ug/L
L03-316-3 (L03P12),Dissolved,"Arsenic, Total",NA,8.2,ug/L
L01-404-1,Total,"Arsenic, Total",NA,2.3,ug/L
L01-340-1,Total,"Arsenic, Total",NA,3.55,ug/L
L05-489-3,Total,"Arsenic, Total",NA,3.1,ug/L
L05-049-1,Total,"Arsenic, Total",NA,2.0999999999999996,ug/L
L02-374-1 (L02P50),Total,"Arsenic, Total",NA,2.55,ug/L
L01-404-1,Dissolved,"Arsenic, Total",NA,2.25,ug/L
L01-340-1,Dissolved,"Arsenic, Total",NA,3.55,ug/L
L05-489-3,Dissolved,"Arsenic, Total",NA,2.9,ug/L
L05-049-1,Dissolved,"Arsenic, Total",NA,2.1,ug/L
L02-374-1 (L02P50),Dissolved,"Arsenic, Total",NA,2.45,ug/L
L03-418-8,Total,"Arsenic, Total",NA,1.65,ug/L
K01-12177-1 (K01P07),Total,"Arsenic, Total",NA,1.55,ug/L
J03-9221-1 (J03P02),Total,"Arsenic, Total",NA,1.1,ug/L
J01-9224-1 (J01P24),Total,"Arsenic, Total",NA,9.25,ug/L
J01-9224-2 (J01P25),Total,"Arsenic, Total",NA,5.8,ug/L
L03-418-8,Dissolved,"Arsenic, Total",NA,1.65,ug/L
K01-12177-1 (K01P07),Dissolved,"Arsenic, Total",NA,1.55,ug/L
J03-9221-1 (J03P02),Dissolved,"Arsenic, Total",NA,1.1,ug/L
J01-9224-1 (J01P24),Dissolved,"Arsenic, Total",NA,6.949999999999999,ug/L
J01-9224-2 (J01P25),Dissolved,"Arsenic, Total",NA,5.6,ug/L
J01-9992-1 (J01P27),Total,"Arsenic, Total",NA,24.5,ug/L
J01-9131-1 (J01P28),Total,"Arsenic, Total",NA,10.05,ug/L
J01-9007-1 (J02P05),Total,"Arsenic, Total",NA,3.2,ug/L
J01-9992-1 (J01P27),Dissolved,"Arsenic, Total",NA,24,ug/L
J01-9131-1 (J01P28),Dissolved,"Arsenic, Total",NA,9.55,ug/L
J01-9007-1 (J02P05),Dissolved,"Arsenic, Total",NA,3.1,ug/L
J06-9079-1 (J06P03),Total,"Arsenic, Total",NA,9.95,ug/L
J06-10011-1 (J06P01),Total,"Arsenic, Total",NA,6.05,ug/L
J01-9082-2,Total,"Arsenic, Total",NA,1.075,ug/L
J06-9079-1 (J06P03),Dissolved,"Arsenic, Total",NA,10,ug/L
J06-10011-1 (J06P01),Dissolved,"Arsenic, Total",NA,6,ug/L
J01-9082-2,Dissolved,"Arsenic, Total",NA,1.025,ug/L
L01-726-5,Total,"Arsenic, Total",NA,1.3,ug/L
L01-728-5 (L01-DP),Total,"Arsenic, Total",NA,2.25,ug/L
K01-12159-2,Total,"Arsenic, Total",NA,1.9500000000000002,ug/L
K01-12159-3,Total,"Arsenic, Total",NA,1.7,ug/L
L01-726-5,Dissolved,"Arsenic, Total",NA,1.3,ug/L
L01-728-5 (L01-DP),Dissolved,"Arsenic, Total",NA,2.15,ug/L
K01-12159-2,Dissolved,"Arsenic, Total",NA,1.55,ug/L
K01-12159-3,Dissolved,"Arsenic, Total",NA,1.65,ug/L
I01-11010-1,Total,"Arsenic, Total",NA,2.1,ug/L
I00-11437-1,Total,"Arsenic, Total",NA,1.85,ug/L
I01-11010-1,Dissolved,"Arsenic, Total",NA,2.1,ug/L
I00-11437-1,Dissolved,"Arsenic, Total",NA,1.9500000000000002,ug/L
L02-246-1 (L11P01),Total,"Arsenic, Total",NA,1.65,ug/L
L02-641-1,Total,"Arsenic, Total",NA,2.2,ug/L
L02-641-2,Total,"Arsenic, Total",NA,2.2,ug/L
L01-731-1 (L08TBN2),Total,"Arsenic, Total",NA,1.9000000000000001,ug/L
L02-166-3 (L02P26),Total,"Arsenic, Total",NA,3.45,ug/L
L02-246-1 (L11P01),Dissolved,"Arsenic, Total",NA,1.65,ug/L
L02-641-1,Dissolved,"Arsenic, Total",NA,2.2,ug/L
L02-641-2,Dissolved,"Arsenic, Total",NA,2.1,ug/L
L01-731-1 (L08TBN2),Dissolved,"Arsenic, Total",NA,1.01,ug/L
L02-166-3 (L02P26),Dissolved,"Arsenic, Total",NA,3.35,ug/L
L05-503-1,Total,"Arsenic, Total",NA,1.5499999999999998,ug/L
L01-724-4 (L01P03),Total,"Arsenic, Total",NA,1.5,ug/L
L01-724-1 (L01S01),Total,"Arsenic, Total",NA,1.5499999999999998,ug/L
L05-503-1,Dissolved,"Arsenic, Total",NA,1.4500000000000002,ug/L
L01-724-4 (L01P03),Dissolved,"Arsenic, Total",NA,1.5,ug/L
L01-724-1 (L01S01),Dissolved,"Arsenic, Total",NA,1.5,ug/L
M01-042-1 (M01S01),Total,"Arsenic, Total",NA,1.5,ug/L
M02-032-1,Total,"Arsenic, Total",NA,3.25,ug/L
SC1-2,Total,"Arsenic, Total",NA,1.3,ug/L
M02-085-1 (M02P06),Total,"Arsenic, Total",NA,11.5,ug/L
M02-085-2,Total,"Arsenic, Total",NA,2.4,ug/L
M01-042-1 (M01S01),Dissolved,"Arsenic, Total",NA,1.15,ug/L
M02-032-1,Dissolved,"Arsenic, Total",NA,3.15,ug/L
SC1-2,Dissolved,"Arsenic, Total",NA,0.9299999999999999,ug/L
M02-085-1 (M02P06),Dissolved,"Arsenic, Total",NA,11,ug/L
M02-085-2,Dissolved,"Arsenic, Total",NA,2.25,ug/L
K01-12126-1 (K01S01),Total,"Arsenic, Total",NA,1.75,ug/L
K01-12126-1 (K01S01),Dissolved,"Arsenic, Total",NA,1.6,ug/L
L04-672-1,Total,Azinphos Methyl,<,5,ng/L
L04-266-5,Total,Azinphos Methyl,<,5,ng/L
J01-10004-1 (J01P01),Total,Azinphos Methyl,<,5,ng/L
L03-662-3 (L03P16),Total,Azinphos Methyl,<,5,ng/L
L03-214-2 (L03P18),Total,Azinphos Methyl,<,5,ng/L
L03-316-3 (L03P12),Total,Azinphos Methyl,<,5,ng/L
L01-404-1,Total,Azinphos Methyl,<,5,ng/L
L01-340-1,Total,Azinphos Methyl,<,5,ng/L
L05-489-3,Total,Azinphos Methyl,<,5,ng/L
L05-049-1,Total,Azinphos Methyl,<,5,ng/L
L02-374-1 (L02P50),Total,Azinphos Methyl,<,5,ng/L
L03-418-8,Total,Azinphos Methyl,<,5,ng/L
K01-12177-1 (K01P07),Total,Azinphos Methyl,<,5,ng/L
J03-9221-1 (J03P02),Total,Azinphos Methyl,<,5,ng/L
J01-9224-1 (J01P24),Total,Azinphos Methyl,<,5,ng/L
J01-9224-2 (J01P25),Total,Azinphos Methyl,<,5,ng/L
J01-9992-1 (J01P27),Total,Azinphos Methyl,<,5,ng/L
J01-9131-1 (J01P28),Total,Azinphos Methyl,<,5,ng/L
J01-9007-1 (J02P05),Total,Azinphos Methyl,<,5,ng/L
J06-9079-1 (J06P03),Total,Azinphos Methyl,<,5,ng/L
J06-10011-1 (J06P01),Total,Azinphos Methyl,<,5,ng/L
J01-9082-2,Total,Azinphos Methyl,<,5,ng/L
L01-726-5,Total,Azinphos Methyl,<,5,ng/L
L01-728-5 (L01-DP),Total,Azinphos Methyl,<,5,ng/L
K01-12159-2,Total,Azinphos Methyl,<,5,ng/L
K01-12159-3,Total,Azinphos Methyl,<,5,ng/L
I01-11010-1,Total,Azinphos Methyl,<,5,ng/L
I00-11437-1,Total,Azinphos Methyl,<,5,ng/L
L02-246-1 (L11P01),Total,Azinphos Methyl,<,5,ng/L
L02-641-1,Total,Azinphos Methyl,<,5,ng/L
L02-641-2,Total,Azinphos Methyl,<,5,ng/L
L01-731-1 (L08TBN2),Total,Azinphos Methyl,<,5,ng/L
L02-166-3 (L02P26),Total,Azinphos Methyl,<,5,ng/L
L05-503-1,Total,Azinphos Methyl,<,5,ng/L
L01-724-4 (L01P03),Total,Azinphos Methyl,<,5,ng/L
L01-724-1 (L01S01),Total,Azinphos Methyl,<,5,ng/L
M01-042-1 (M01S01),Total,Azinphos Methyl,<,5,ng/L
M02-032-1,Total,Azinphos Methyl,<,5,ng/L
SC1-2,Total,Azinphos Methyl,<,5,ng/L
M02-085-1 (M02P06),Total,Azinphos Methyl,<,5,ng/L
M02-085-2,Total,Azinphos Methyl,<,5,ng/L
K01-12126-1 (K01S01),Total,Azinphos Methyl,<,5,ng/L
L04-672-1,Total,Benz[a]anthracene,<,2.5,ng/L
L04-266-5,Total,Benz[a]anthracene,<,2.5,ng/L
J01-10004-1 (J01P01),Total,Benz[a]anthracene,<,2.5,ng/L
L03-662-3 (L03P16),Total,Benz[a]anthracene,<,2.5,ng/L
L03-214-2 (L03P18),Total,Benz[a]anthracene,<,2.5,ng/L
L03-316-3 (L03P12),Total,Benz[a]anthracene,<,2.5,ng/L
L01-404-1,Total,Benz[a]anthracene,<,2.5,ng/L
L01-340-1,Total,Benz[a]anthracene,<,2.5,ng/L
L05-489-3,Total,Benz[a]anthracene,<,2.5,ng/L
L05-049-1,Total,Benz[a]anthracene,<,2.5,ng/L
L02-374-1 (L02P50),Total,Benz[a]anthracene,<,2.5,ng/L
L03-418-8,Total,Benz[a]anthracene,<,2.5,ng/L
K01-12177-1 (K01P07),Total,Benz[a]anthracene,<,2.5,ng/L
J03-9221-1 (J03P02),Total,Benz[a]anthracene,<,2.5,ng/L
J01-9224-1 (J01P24),Total,Benz[a]anthracene,<,10.7,ng/L
J01-9224-2 (J01P25),Total,Benz[a]anthracene,<,2.5,ng/L
J01-9992-1 (J01P27),Total,Benz[a]anthracene,<,3.925,ng/L
J01-9131-1 (J01P28),Total,Benz[a]anthracene,<,2.5,ng/L
J01-9007-1 (J02P05),Total,Benz[a]anthracene,<,2.5,ng/L
J06-9079-1 (J06P03),Total,Benz[a]anthracene,<,2.5,ng/L
J06-10011-1 (J06P01),Total,Benz[a]anthracene,<,2.5,ng/L
J01-9082-2,Total,Benz[a]anthracene,<,2.5,ng/L
L01-726-5,Total,Benz[a]anthracene,<,2.5,ng/L
L01-728-5 (L01-DP),Total,Benz[a]anthracene,<,2.5,ng/L
K01-12159-2,Total,Benz[a]anthracene,<,2.5,ng/L
K01-12159-3,Total,Benz[a]anthracene,<,2.5,ng/L
I01-11010-1,Total,Benz[a]anthracene,<,2.5,ng/L
I00-11437-1,Total,Benz[a]anthracene,<,2.5,ng/L
L02-246-1 (L11P01),Total,Benz[a]anthracene,<,2.5,ng/L
L02-641-1,Total,Benz[a]anthracene,<,2.5,ng/L
L02-641-2,Total,Benz[a]anthracene,<,13.3,ng/L
L01-731-1 (L08TBN2),Total,Benz[a]anthracene,<,2.5,ng/L
L02-166-3 (L02P26),Total,Benz[a]anthracene,<,2.5,ng/L
L05-503-1,Total,Benz[a]anthracene,<,2.5,ng/L
L01-724-4 (L01P03),Total,Benz[a]anthracene,<,2.5,ng/L
L01-724-1 (L01S01),Total,Benz[a]anthracene,<,2.5,ng/L
M01-042-1 (M01S01),Total,Benz[a]anthracene,<,2.5,ng/L
M02-032-1,Total,Benz[a]anthracene,<,2.5,ng/L
SC1-2,Total,Benz[a]anthracene,<,2.5,ng/L
M02-085-1 (M02P06),Total,Benz[a]anthracene,<,2.5,ng/L
M02-085-2,Total,Benz[a]anthracene,<,2.5,ng/L
K01-12126-1 (K01S01),Total,Benz[a]anthracene,<,2.5,ng/L
J01-9224-1 (J01P24),Total,Benz[a]anthracene,NA,10.7,ng/L
J01-9992-1 (J01P27),Total,Benz[a]anthracene,NA,3.925,ng/L
L02-641-2,Total,Benz[a]anthracene,NA,13.3,ng/L
L04-672-1,Total,Benzo[a]pyrene,<,2.5,ng/L
L04-266-5,Total,Benzo[a]pyrene,<,2.5,ng/L
J01-10004-1 (J01P01),Total,Benzo[a]pyrene,<,2.5,ng/L
L03-662-3 (L03P16),Total,Benzo[a]pyrene,<,2.5,ng/L
L03-214-2 (L03P18),Total,Benzo[a]pyrene,<,2.5,ng/L
L03-316-3 (L03P12),Total,Benzo[a]pyrene,<,2.5,ng/L
L01-404-1,Total,Benzo[a]pyrene,<,2.5,ng/L
L01-340-1,Total,Benzo[a]pyrene,<,2.5,ng/L
L05-489-3,Total,Benzo[a]pyrene,<,2.5,ng/L
L05-049-1,Total,Benzo[a]pyrene,<,2.5,ng/L
L02-374-1 (L02P50),Total,Benzo[a]pyrene,<,2.5,ng/L
L03-418-8,Total,Benzo[a]pyrene,<,2.5,ng/L
K01-12177-1 (K01P07),Total,Benzo[a]pyrene,<,2.5,ng/L
J03-9221-1 (J03P02),Total,Benzo[a]pyrene,<,2.5,ng/L
J01-9224-2 (J01P25),Total,Benzo[a]pyrene,NA,4.835,ng/L
J01-9992-1 (J01P27),Total,Benzo[a]pyrene,<,2.5,ng/L
J01-9131-1 (J01P28),Total,Benzo[a]pyrene,<,2.5,ng/L
J01-9007-1 (J02P05),Total,Benzo[a]pyrene,<,2.5,ng/L
J06-9079-1 (J06P03),Total,Benzo[a]pyrene,<,2.5,ng/L
J06-10011-1 (J06P01),Total,Benzo[a]pyrene,<,2.5,ng/L
J01-9082-2,Total,Benzo[a]pyrene,<,2.5,ng/L
L01-726-5,Total,Benzo[a]pyrene,<,2.5,ng/L
K01-12159-2,Total,Benzo[a]pyrene,<,2.5,ng/L
K01-12159-3,Total,Benzo[a]pyrene,<,2.5,ng/L
I01-11010-1,Total,Benzo[a]pyrene,<,2.5,ng/L
I00-11437-1,Total,Benzo[a]pyrene,<,2.5,ng/L
L02-246-1 (L11P01),Total,Benzo[a]pyrene,<,2.5,ng/L
L02-641-1,Total,Benzo[a]pyrene,<,2.5,ng/L
L02-641-2,Total,Benzo[a]pyrene,<,2.5,ng/L
L01-731-1 (L08TBN2),Total,Benzo[a]pyrene,<,2.5,ng/L
L02-166-3 (L02P26),Total,Benzo[a]pyrene,<,2.5,ng/L
L05-503-1,Total,Benzo[a]pyrene,<,2.5,ng/L
L01-724-4 (L01P03),Total,Benzo[a]pyrene,<,2.5,ng/L
L01-724-1 (L01S01),Total,Benzo[a]pyrene,<,2.5,ng/L
M01-042-1 (M01S01),Total,Benzo[a]pyrene,<,2.5,ng/L
M02-032-1,Total,Benzo[a]pyrene,<,2.5,ng/L
SC1-2,Total,Benzo[a]pyrene,<,2.5,ng/L
M02-085-1 (M02P06),Total,Benzo[a]pyrene,<,2.5,ng/L
M02-085-2,Total,Benzo[a]pyrene,<,2.5,ng/L
K01-12126-1 (K01S01),Total,Benzo[a]pyrene,<,2.5,ng/L
J01-9224-1 (J01P24),Total,Benzo[a]pyrene,NA,8.63,ng/L
J01-9224-2 (J01P25),Total,Benzo[a]pyrene,<,4.835,ng/L
L01-728-5 (L01-DP),Total,Benzo[a]pyrene,<,2.5,ng/L
L04-672-1,Total,Benzo[b]fluoranthene,<,2.5,ng/L
L04-266-5,Total,Benzo[b]fluoranthene,<,2.5,ng/L
J01-10004-1 (J01P01),Total,Benzo[b]fluoranthene,<,2.5,ng/L
L03-662-3 (L03P16),Total,Benzo[b]fluoranthene,<,2.5,ng/L
L03-214-2 (L03P18),Total,Benzo[b]fluoranthene,<,2.5,ng/L
L03-316-3 (L03P12),Total,Benzo[b]fluoranthene,<,2.5,ng/L
L01-404-1,Total,Benzo[b]fluoranthene,<,2.5,ng/L
L01-340-1,Total,Benzo[b]fluoranthene,<,2.5,ng/L
L05-489-3,Total,Benzo[b]fluoranthene,<,2.5,ng/L
L05-049-1,Total,Benzo[b]fluoranthene,<,2.5,ng/L
L02-374-1 (L02P50),Total,Benzo[b]fluoranthene,<,2.5,ng/L
L03-418-8,Total,Benzo[b]fluoranthene,<,2.5,ng/L
K01-12177-1 (K01P07),Total,Benzo[b]fluoranthene,<,2.5,ng/L
J01-9224-1 (J01P24),Total,Benzo[b]fluoranthene,<,14.7,ng/L
J01-9992-1 (J01P27),Total,Benzo[b]fluoranthene,<,9.45,ng/L
J01-9131-1 (J01P28),Total,Benzo[b]fluoranthene,<,2.5,ng/L
J01-9007-1 (J02P05),Total,Benzo[b]fluoranthene,<,2.5,ng/L
J06-9079-1 (J06P03),Total,Benzo[b]fluoranthene,<,2.5,ng/L
J06-10011-1 (J06P01),Total,Benzo[b]fluoranthene,<,2.5,ng/L
J01-9082-2,Total,Benzo[b]fluoranthene,<,2.5,ng/L
L01-726-5,Total,Benzo[b]fluoranthene,<,2.5,ng/L
K01-12159-2,Total,Benzo[b]fluoranthene,<,2.5,ng/L
K01-12159-3,Total,Benzo[b]fluoranthene,<,2.5,ng/L
I01-11010-1,Total,Benzo[b]fluoranthene,<,2.5,ng/L
I00-11437-1,Total,Benzo[b]fluoranthene,<,2.5,ng/L
L02-246-1 (L11P01),Total,Benzo[b]fluoranthene,<,2.5,ng/L
L02-641-1,Total,Benzo[b]fluoranthene,<,2.5,ng/L
L02-641-2,Total,Benzo[b]fluoranthene,<,31,ng/L
L01-731-1 (L08TBN2),Total,Benzo[b]fluoranthene,<,2.5,ng/L
L02-166-3 (L02P26),Total,Benzo[b]fluoranthene,<,2.5,ng/L
L05-503-1,Total,Benzo[b]fluoranthene,<,2.5,ng/L
L01-724-4 (L01P03),Total,Benzo[b]fluoranthene,<,2.5,ng/L
L01-724-1 (L01S01),Total,Benzo[b]fluoranthene,<,2.5,ng/L
M01-042-1 (M01S01),Total,Benzo[b]fluoranthene,<,2.5,ng/L
M02-032-1,Total,Benzo[b]fluoranthene,<,2.5,ng/L
SC1-2,Total,Benzo[b]fluoranthene,<,2.5,ng/L
M02-085-1 (M02P06),Total,Benzo[b]fluoranthene,<,2.5,ng/L
M02-085-2,Total,Benzo[b]fluoranthene,<,2.5,ng/L
K01-12126-1 (K01S01),Total,Benzo[b]fluoranthene,<,2.5,ng/L
J03-9221-1 (J03P02),Total,Benzo[b]fluoranthene,<,2.5,ng/L
