JURISDICTI3,Sample Type,Parameter,ResultJuris,Units
SAN CLEMENTE,Total,Malathion,2.5,ng/L
MISSION VIEJO,Total,Manganese,286.7916666666667,ug/L
MISSION VIEJO,Dissolved,Manganese,286.7916666666667,ug/L
LAKE FOREST,Total,Manganese,233.125,ug/L
LAKE FOREST,Dissolved,Manganese,233.125,ug/L
RANCHO SANTA MARGARITA,Total,Manganese,161.62857142857143,ug/L
RANCHO SANTA MARGARITA,Dissolved,Manganese,161.62857142857143,ug/L
ORANGE CO,Total,Manganese,304.23,ug/L
ORANGE CO,Dissolved,Manganese,304.23,ug/L
LAGUNA NIGUEL,Total,Manganese,264.646875,ug/L
ALISO VIEJO,Total,Manganese,131.6875,ug/L
LAGUNA NIGUEL,Dissolved,Manganese,264.646875,ug/L
ALISO VIEJO,Dissolved,Manganese,131.6875,ug/L
LAGUNA HILLS,Total,Manganese,377.5,ug/L
LAGUNA WOODS,Total,Manganese,377.5,ug/L
LAGUNA HILLS,Dissolved,Manganese,377.5,ug/L
LAGUNA WOODS,Dissolved,Manganese,377.5,ug/L
DANA POINT,Total,Manganese,290.425,ug/L
SAN JUAN CAPISTRANO,Total,Manganese,34.05,ug/L
DANA POINT,Dissolved,Manganese,290.425,ug/L
SAN JUAN CAPISTRANO,Dissolved,Manganese,34.05,ug/L
LAGUNA BEACH,Total,Manganese,95.5,ug/L
LAGUNA BEACH,Dissolved,Manganese,95.5,ug/L
SAN CLEMENTE,Total,Manganese,1145.125,ug/L
SAN CLEMENTE,Dissolved,Manganese,1145.125,ug/L
MISSION VIEJO,Total,MBAS,0.09907142857142857,mg/L
LAKE FOREST,Total,MBAS,0.09666666666666666,mg/L
RANCHO SANTA MARGARITA,Total,MBAS,0.08178571428571428,mg/L
ORANGE CO,Total,MBAS,0.0746875,mg/L
LAGUNA NIGUEL,Total,MBAS,0.06372222222222222,mg/L
ALISO VIEJO,Total,MBAS,0.06333333333333334,mg/L
LAGUNA HILLS,Total,MBAS,0.16999999999999998,mg/L
LAGUNA WOODS,Total,MBAS,0.16999999999999998,mg/L
DANA POINT,Total,MBAS,0.11078571428571428,mg/L
SAN JUAN CAPISTRANO,Total,MBAS,0.058916666666666666,mg/L
LAGUNA BEACH,Total,MBAS,0.091,mg/L
SAN CLEMENTE,Total,MBAS,0.09725,mg/L
MISSION VIEJO,Total,Mercury,0.025,ug/L
MISSION VIEJO,Dissolved,Mercury,0.025,ug/L
LAKE FOREST,Total,Mercury,0.025,ug/L
LAKE FOREST,Dissolved,Mercury,0.025,ug/L
RANCHO SANTA MARGARITA,Total,Mercury,0.025,ug/L
RANCHO SANTA MARGARITA,Dissolved,Mercury,0.025,ug/L
ORANGE CO,Total,Mercury,0.028435483870967743,ug/L
ORANGE CO,Dissolved,Mercury,0.028435483870967743,ug/L
LAGUNA NIGUEL,Total,Mercury,0.025,ug/L
ALISO VIEJO,Total,Mercury,0.030093750000000002,ug/L
LAGUNA NIGUEL,Dissolved,Mercury,0.025,ug/L
ALISO VIEJO,Dissolved,Mercury,0.030093750000000002,ug/L
LAGUNA HILLS,Total,Mercury,0.025,ug/L
LAGUNA WOODS,Total,Mercury,0.025,ug/L
LAGUNA HILLS,Dissolved,Mercury,0.025,ug/L
LAGUNA WOODS,Dissolved,Mercury,0.025,ug/L
DANA POINT,Total,Mercury,0.025,ug/L
SAN JUAN CAPISTRANO,Total,Mercury,0.025,ug/L
DANA POINT,Dissolved,Mercury,0.025,ug/L
SAN JUAN CAPISTRANO,Dissolved,Mercury,0.025,ug/L
LAGUNA BEACH,Total,Mercury,0.030000000000000002,ug/L
LAGUNA BEACH,Dissolved,Mercury,0.030000000000000002,ug/L
SAN CLEMENTE,Total,Mercury,0.025,ug/L
SAN CLEMENTE,Dissolved,Mercury,0.025,ug/L
MISSION VIEJO,Total,Merphos,14.766666666666667,ng/L
LAKE FOREST,Total,Merphos,9.933333333333334,ng/L
RANCHO SANTA MARGARITA,Total,Merphos,12.218181818181819,ng/L
ORANGE CO,Total,Merphos,6.48,ng/L
LAGUNA NIGUEL,Total,Merphos,9.417272727272728,ng/L
ALISO VIEJO,Total,Merphos,5,ng/L
LAGUNA HILLS,Total,Merphos,14.4,ng/L
LAGUNA WOODS,Total,Merphos,14.4,ng/L
DANA POINT,Total,Merphos,6.68625,ng/L
SAN JUAN CAPISTRANO,Total,Merphos,5.8475,ng/L
LAGUNA BEACH,Total,Merphos,1,ng/L
SAN CLEMENTE,Total,Merphos,8.995714285714286,ng/L
MISSION VIEJO,Total,Methoxychlor,2.5,ng/L
LAKE FOREST,Total,Methoxychlor,2.5,ng/L
RANCHO SANTA MARGARITA,Total,Methoxychlor,2.5,ng/L
ORANGE CO,Total,Methoxychlor,2.5,ng/L
LAGUNA NIGUEL,Total,Methoxychlor,2.5,ng/L
ALISO VIEJO,Total,Methoxychlor,2.5,ng/L
LAGUNA HILLS,Total,Methoxychlor,2.5,ng/L
LAGUNA WOODS,Total,Methoxychlor,2.5,ng/L
DANA POINT,Total,Methoxychlor,2.5,ng/L
SAN JUAN CAPISTRANO,Total,Methoxychlor,2.5,ng/L
LAGUNA BEACH,Total,Methoxychlor,2.5,ng/L
SAN CLEMENTE,Total,Methoxychlor,2.5,ng/L
MISSION VIEJO,Total,Methyl parathion,1,ng/L
LAKE FOREST,Total,Methyl parathion,1,ng/L
RANCHO SANTA MARGARITA,Total,Methyl parathion,1,ng/L
ORANGE CO,Total,Methyl parathion,1,ng/L
LAGUNA NIGUEL,Total,Methyl parathion,1,ng/L
ALISO VIEJO,Total,Methyl parathion,1,ng/L
LAGUNA HILLS,Total,Methyl parathion,1,ng/L
LAGUNA WOODS,Total,Methyl parathion,1,ng/L
DANA POINT,Total,Methyl parathion,1,ng/L
SAN JUAN CAPISTRANO,Total,Methyl parathion,1,ng/L
LAGUNA BEACH,Total,Methyl parathion,1,ng/L
SAN CLEMENTE,Total,Methyl parathion,1,ng/L
MISSION VIEJO,Total,Mevinphos,5,ng/L
LAKE FOREST,Total,Mevinphos,5,ng/L
RANCHO SANTA MARGARITA,Total,Mevinphos,5,ng/L
ORANGE CO,Total,Mevinphos,5,ng/L
LAGUNA NIGUEL,Total,Mevinphos,5,ng/L
ALISO VIEJO,Total,Mevinphos,5,ng/L
LAGUNA HILLS,Total,Mevinphos,5,ng/L
LAGUNA WOODS,Total,Mevinphos,5,ng/L
DANA POINT,Total,Mevinphos,5,ng/L
SAN JUAN CAPISTRANO,Total,Mevinphos,5,ng/L
LAGUNA BEACH,Total,Mevinphos,5,ng/L
SAN CLEMENTE,Total,Mevinphos,5,ng/L
MISSION VIEJO,Total,Mirex,2.5,ng/L
LAKE FOREST,Total,Mirex,2.5,ng/L
RANCHO SANTA MARGARITA,Total,Mirex,2.5,ng/L
ORANGE CO,Total,Mirex,2.5,ng/L
LAGUNA NIGUEL,Total,Mirex,2.5,ng/L
ALISO VIEJO,Total,Mirex,2.5,ng/L
LAGUNA HILLS,Total,Mirex,2.5,ng/L
LAGUNA WOODS,Total,Mirex,2.5,ng/L
DANA POINT,Total,Mirex,2.5,ng/L
SAN JUAN CAPISTRANO,Total,Mirex,2.5,ng/L
LAGUNA BEACH,Total,Mirex,2.5,ng/L
SAN CLEMENTE,Total,Mirex,2.5,ng/L
MISSION VIEJO,Total,Naphthalene,2.5,ng/L
RANCHO SANTA MARGARITA,Total,Naphthalene,2.5,ng/L
ORANGE CO,Total,Naphthalene,3.23,ng/L
LAGUNA NIGUEL,Total,Naphthalene,2.5,ng/L
ALISO VIEJO,Total,Naphthalene,3.3475,ng/L
LAGUNA HILLS,Total,Naphthalene,2.5,ng/L
LAGUNA WOODS,Total,Naphthalene,2.5,ng/L
LAKE FOREST,Total,Naphthalene,2.5,ng/L
SAN JUAN CAPISTRANO,Total,Naphthalene,11.365,ng/L
DANA POINT,Total,Naphthalene,2.5,ng/L
LAGUNA BEACH,Total,Naphthalene,2.5,ng/L
MISSION VIEJO,Total,Nickel,27.675,ug/L
MISSION VIEJO,Dissolved,Nickel,27.675,ug/L
LAKE FOREST,Total,Nickel,4.1125,ug/L
LAKE FOREST,Dissolved,Nickel,4.1125,ug/L
RANCHO SANTA MARGARITA,Total,Nickel,13.135714285714286,ug/L
RANCHO SANTA MARGARITA,Dissolved,Nickel,13.135714285714286,ug/L
ORANGE CO,Total,Nickel,40.54833333333333,ug/L
ORANGE CO,Dissolved,Nickel,40.54833333333333,ug/L
LAGUNA NIGUEL,Total,Nickel,21.59375,ug/L
ALISO VIEJO,Total,Nickel,8.944117647058823,ug/L
LAGUNA NIGUEL,Dissolved,Nickel,21.59375,ug/L
ALISO VIEJO,Dissolved,Nickel,8.944117647058823,ug/L
LAGUNA HILLS,Total,Nickel,4.05,ug/L
LAGUNA WOODS,Total,Nickel,4.05,ug/L
LAGUNA HILLS,Dissolved,Nickel,4.05,ug/L
LAGUNA WOODS,Dissolved,Nickel,4.05,ug/L
DANA POINT,Total,Nickel,27.420833333333334,ug/L
SAN JUAN CAPISTRANO,Total,Nickel,4.87,ug/L
DANA POINT,Dissolved,Nickel,27.420833333333334,ug/L
SAN JUAN CAPISTRANO,Dissolved,Nickel,4.87,ug/L
LAGUNA BEACH,Total,Nickel,3.5625,ug/L
LAGUNA BEACH,Dissolved,Nickel,3.5625,ug/L
SAN CLEMENTE,Total,Nickel,161.8,ug/L
SAN CLEMENTE,Dissolved,Nickel,161.8,ug/L
MISSION VIEJO,Total,Nitrate+Nitrite Nitrogen,2.2941666666666665,mg/L
LAKE FOREST,Total,Nitrate+Nitrite Nitrogen,4.324999999999999,mg/L
RANCHO SANTA MARGARITA,Total,Nitrate+Nitrite Nitrogen,1.4057142857142857,mg/L
ORANGE CO,Total,Nitrate+Nitrite Nitrogen,3.1373333333333333,mg/L
LAGUNA NIGUEL,Total,Nitrate+Nitrite Nitrogen,1.7655555555555555,mg/L
ALISO VIEJO,Total,Nitrate+Nitrite Nitrogen,5.24,mg/L
LAGUNA HILLS,Total,Nitrate+Nitrite Nitrogen,2.05,mg/L
LAGUNA WOODS,Total,Nitrate+Nitrite Nitrogen,2.05,mg/L
DANA POINT,Total,Nitrate+Nitrite Nitrogen,1.7392857142857143,mg/L
SAN JUAN CAPISTRANO,Total,Nitrate+Nitrite Nitrogen,2.654,mg/L
LAGUNA BEACH,Total,Nitrate+Nitrite Nitrogen,0.5,mg/L
SAN CLEMENTE,Total,Nitrate+Nitrite Nitrogen,4.61,mg/L
MISSION VIEJO,Total,Orthophosphate as P,0.22333333333333336,mg/L
LAKE FOREST,Total,Orthophosphate as P,0.22875,mg/L
RANCHO SANTA MARGARITA,Total,Orthophosphate as P,0.24214285714285713,mg/L
ORANGE CO,Total,Orthophosphate as P,0.23159375000000001,mg/L
LAGUNA NIGUEL,Total,Orthophosphate as P,0.133625,mg/L
ALISO VIEJO,Total,Orthophosphate as P,0.2039375,mg/L
LAGUNA HILLS,Total,Orthophosphate as P,0.042499999999999996,mg/L
LAGUNA WOODS,Total,Orthophosphate as P,0.042499999999999996,mg/L
LAGUNA BEACH,Total,Orthophosphate as P,0.079,mg/L
SAN JUAN CAPISTRANO,Total,Orthophosphate as P,0.11825000000000001,mg/L
DANA POINT,Total,Orthophosphate as P,0.21416666666666667,mg/L
SAN CLEMENTE,Total,Orthophosphate as P,0.38625000000000004,mg/L
MISSION VIEJO,Total,Phenanthrene,2.5,ng/L
LAKE FOREST,Total,Phenanthrene,2.5,ng/L
RANCHO SANTA MARGARITA,Total,Phenanthrene,2.5,ng/L
ORANGE CO,Total,Phenanthrene,2.5,ng/L
LAGUNA NIGUEL,Total,Phenanthrene,4.957142857142857,ng/L
ALISO VIEJO,Total,Phenanthrene,3.881111111111111,ng/L
LAGUNA HILLS,Total,Phenanthrene,2.5,ng/L
LAGUNA WOODS,Total,Phenanthrene,2.5,ng/L
DANA POINT,Total,Phenanthrene,3.295,ng/L
SAN JUAN CAPISTRANO,Total,Phenanthrene,4.885,ng/L
SAN CLEMENTE,Total,Phenanthrene,2.5,ng/L
LAGUNA BEACH,Total,Phenanthrene,2.5,ng/L
MISSION VIEJO,Total,Phorate,5,ng/L
LAKE FOREST,Total,Phorate,5,ng/L
RANCHO SANTA MARGARITA,Total,Phorate,5,ng/L
ORANGE CO,Total,Phorate,5,ng/L
LAGUNA NIGUEL,Total,Phorate,5,ng/L
ALISO VIEJO,Total,Phorate,5,ng/L
LAGUNA HILLS,Total,Phorate,5,ng/L
LAGUNA WOODS,Total,Phorate,5,ng/L
DANA POINT,Total,Phorate,5,ng/L
SAN JUAN CAPISTRANO,Total,Phorate,5,ng/L
LAGUNA BEACH,Total,Phorate,5,ng/L
SAN CLEMENTE,Total,Phorate,5,ng/L
MISSION VIEJO,Total,Phosphorus as PO4,0.8466666666666667,mg/L
LAKE FOREST,Total,Phosphorus as PO4,0.9,mg/L
RANCHO SANTA MARGARITA,Total,Phosphorus as PO4,1.0135714285714286,mg/L
ORANGE CO,Total,Phosphorus as PO4,0.9833333333333334,mg/L
LAGUNA NIGUEL,Total,Phosphorus as PO4,0.5925,mg/L
ALISO VIEJO,Total,Phosphorus as PO4,0.78,mg/L
LAGUNA HILLS,Total,Phosphorus as PO4,0.2,mg/L
LAGUNA WOODS,Total,Phosphorus as PO4,0.2,mg/L
DANA POINT,Total,Phosphorus as PO4,0.6508333333333334,mg/L
SAN JUAN CAPISTRANO,Total,Phosphorus as PO4,0.62375,mg/L
LAGUNA BEACH,Total,Phosphorus as PO4,0.3675,mg/L
SAN CLEMENTE,Total,Phosphorus as PO4,1.32,mg/L
MISSION VIEJO,Total,Pyrene,2.5,ng/L
RANCHO SANTA MARGARITA,Total,Pyrene,20.784,ng/L
ORANGE CO,Total,Pyrene,11.304615384615385,ng/L
LAGUNA NIGUEL,Total,Pyrene,12.891666666666667,ng/L
ALISO VIEJO,Total,Pyrene,11.331,ng/L
LAGUNA HILLS,Total,Pyrene,2.5,ng/L
LAGUNA WOODS,Total,Pyrene,2.5,ng/L
LAKE FOREST,Total,Pyrene,2.5,ng/L
DANA POINT,Total,Pyrene,2.5,ng/L
SAN CLEMENTE,Total,Pyrene,2.5,ng/L
SAN JUAN CAPISTRANO,Total,Pyrene,2.5,ng/L
MISSION VIEJO,Total,Selenium,23.319583333333334,ug/L
MISSION VIEJO,Dissolved,Selenium,23.319583333333334,ug/L
LAKE FOREST,Total,Selenium,5.15,ug/L
LAKE FOREST,Dissolved,Selenium,5.15,ug/L
RANCHO SANTA MARGARITA,Total,Selenium,6.414642857142857,ug/L
RANCHO SANTA MARGARITA,Dissolved,Selenium,6.414642857142857,ug/L
ORANGE CO,Total,Selenium,14.296333333333333,ug/L
ORANGE CO,Dissolved,Selenium,14.296333333333333,ug/L
LAGUNA NIGUEL,Total,Selenium,6.816666666666666,ug/L
ALISO VIEJO,Total,Selenium,13.952777777777778,ug/L
LAGUNA NIGUEL,Dissolved,Selenium,6.816666666666666,ug/L
ALISO VIEJO,Dissolved,Selenium,13.952777777777778,ug/L
LAGUNA HILLS,Total,Selenium,7.2,ug/L
LAGUNA WOODS,Total,Selenium,7.2,ug/L
LAGUNA HILLS,Dissolved,Selenium,7.2,ug/L
LAGUNA WOODS,Dissolved,Selenium,7.2,ug/L
DANA POINT,Total,Selenium,8.375,ug/L
SAN JUAN CAPISTRANO,Total,Selenium,11.35,ug/L
DANA POINT,Dissolved,Selenium,8.375,ug/L
SAN JUAN CAPISTRANO,Dissolved,Selenium,11.35,ug/L
LAGUNA BEACH,Total,Selenium,12.0125,ug/L
LAGUNA BEACH,Dissolved,Selenium,12.0125,ug/L
SAN CLEMENTE,Total,Selenium,14.91875,ug/L
SAN CLEMENTE,Dissolved,Selenium,14.91875,ug/L
MISSION VIEJO,Total,Silver,0.1,ug/L
MISSION VIEJO,Dissolved,Silver,0.1,ug/L
LAKE FOREST,Total,Silver,0.1,ug/L
LAKE FOREST,Dissolved,Silver,0.1,ug/L
RANCHO SANTA MARGARITA,Total,Silver,0.1,ug/L
RANCHO SANTA MARGARITA,Dissolved,Silver,0.1,ug/L
ORANGE CO,Total,Silver,0.1,ug/L
ORANGE CO,Dissolved,Silver,0.1,ug/L
LAGUNA NIGUEL,Total,Silver,0.1,ug/L
ALISO VIEJO,Total,Silver,0.1,ug/L
LAGUNA NIGUEL,Dissolved,Silver,0.1,ug/L
ALISO VIEJO,Dissolved,Silver,0.1,ug/L
LAGUNA HILLS,Total,Silver,0.1,ug/L
LAGUNA WOODS,Total,Silver,0.1,ug/L
LAGUNA HILLS,Dissolved,Silver,0.1,ug/L
LAGUNA WOODS,Dissolved,Silver,0.1,ug/L
DANA POINT,Total,Silver,0.1,ug/L
SAN JUAN CAPISTRANO,Total,Silver,0.1,ug/L
DANA POINT,Dissolved,Silver,0.1,ug/L
SAN JUAN CAPISTRANO,Dissolved,Silver,0.1,ug/L
LAGUNA BEACH,Total,Silver,0.1,ug/L
LAGUNA BEACH,Dissolved,Silver,0.1,ug/L
SAN CLEMENTE,Total,Silver,0.1,ug/L
SAN CLEMENTE,Dissolved,Silver,0.1,ug/L
MISSION VIEJO,Total,Specific Conductivity,3287.5,NA
LAKE FOREST,Total,Specific Conductivity,2825,NA
RANCHO SANTA MARGARITA,Total,Specific Conductivity,1978.5714285714287,NA
ORANGE CO,Total,Specific Conductivity,3184.3333333333335,NA
LAGUNA NIGUEL,Total,Specific Conductivity,3933.75,NA
ALISO VIEJO,Total,Specific Conductivity,3001.25,NA
LAGUNA HILLS,Total,Specific Conductivity,3490,NA
LAGUNA WOODS,Total,Specific Conductivity,3490,NA
DANA POINT,Total,Specific Conductivity,4542.5,NA
SAN JUAN CAPISTRANO,Total,Specific Conductivity,3723.75,NA
LAGUNA BEACH,Total,Specific Conductivity,9015,NA
SAN CLEMENTE,Total,Specific Conductivity,4318.75,NA
MISSION VIEJO,Total,Sulfate as SO4,1006.6666666666666,mg/L
LAKE FOREST,Total,Sulfate as SO4,602.5,mg/L
RANCHO SANTA MARGARITA,Total,Sulfate as SO4,443.57142857142856,mg/L
ORANGE CO,Total,Sulfate as SO4,805,mg/L
LAGUNA NIGUEL,Total,Sulfate as SO4,1100.625,mg/L
ALISO VIEJO,Total,Sulfate as SO4,671.25,mg/L
LAGUNA HILLS,Total,Sulfate as SO4,815,mg/L
LAGUNA WOODS,Total,Sulfate as SO4,815,mg/L
DANA POINT,Total,Sulfate as SO4,908.3333333333334,mg/L
SAN JUAN CAPISTRANO,Total,Sulfate as SO4,888.75,mg/L
LAGUNA BEACH,Total,Sulfate as SO4,2225,mg/L
SAN CLEMENTE,Total,Sulfate as SO4,1552.5,mg/L
MISSION VIEJO,Total,Tetrachlorvinphos (Stirofos),2,ng/L
LAKE FOREST,Total,Tetrachlorvinphos (Stirofos),2,ng/L
RANCHO SANTA MARGARITA,Total,Tetrachlorvinphos (Stirofos),2,ng/L
ORANGE CO,Total,Tetrachlorvinphos (Stirofos),2,ng/L
LAGUNA NIGUEL,Total,Tetrachlorvinphos (Stirofos),2,ng/L
ALISO VIEJO,Total,Tetrachlorvinphos (Stirofos),2,ng/L
LAGUNA HILLS,Total,Tetrachlorvinphos (Stirofos),2,ng/L
LAGUNA WOODS,Total,Tetrachlorvinphos (Stirofos),2,ng/L
DANA POINT,Total,Tetrachlorvinphos (Stirofos),2,ng/L
SAN JUAN CAPISTRANO,Total,Tetrachlorvinphos (Stirofos),2,ng/L
LAGUNA BEACH,Total,Tetrachlorvinphos (Stirofos),2,ng/L
SAN CLEMENTE,Total,Tetrachlorvinphos (Stirofos),2,ng/L
MISSION VIEJO,Total,Thallium,0.1,ug/L
MISSION VIEJO,Dissolved,Thallium,0.1,ug/L
LAKE FOREST,Total,Thallium,0.1,ug/L
LAKE FOREST,Dissolved,Thallium,0.1,ug/L
RANCHO SANTA MARGARITA,Total,Thallium,0.1,ug/L
RANCHO SANTA MARGARITA,Dissolved,Thallium,0.1,ug/L
ORANGE CO,Total,Thallium,0.1067741935483871,ug/L
ORANGE CO,Dissolved,Thallium,0.1067741935483871,ug/L
LAGUNA NIGUEL,Total,Thallium,0.1,ug/L
ALISO VIEJO,Total,Thallium,0.1,ug/L
LAGUNA NIGUEL,Dissolved,Thallium,0.1,ug/L
ALISO VIEJO,Dissolved,Thallium,0.1,ug/L
LAGUNA HILLS,Total,Thallium,0.1,ug/L
LAGUNA WOODS,Total,Thallium,0.1,ug/L
LAGUNA HILLS,Dissolved,Thallium,0.1,ug/L
LAGUNA WOODS,Dissolved,Thallium,0.1,ug/L
DANA POINT,Total,Thallium,0.1,ug/L
SAN JUAN CAPISTRANO,Total,Thallium,0.1,ug/L
DANA POINT,Dissolved,Thallium,0.1,ug/L
SAN JUAN CAPISTRANO,Dissolved,Thallium,0.1,ug/L
LAGUNA BEACH,Total,Thallium,0.1,ug/L
LAGUNA BEACH,Dissolved,Thallium,0.1,ug/L
SAN CLEMENTE,Total,Thallium,0.12333333333333335,ug/L
SAN CLEMENTE,Dissolved,Thallium,0.12333333333333335,ug/L
MISSION VIEJO,Total,TOC,8.808333333333334,mg/L
LAKE FOREST,Total,TOC,6.199999999999999,mg/L
RANCHO SANTA MARGARITA,Total,TOC,7.935714285714286,mg/L
ORANGE CO,Total,TOC,8.113333333333333,mg/L
LAGUNA NIGUEL,Total,TOC,5.89375,mg/L
ALISO VIEJO,Total,TOC,5.075,mg/L
LAGUNA HILLS,Total,TOC,3.3,mg/L
LAGUNA WOODS,Total,TOC,3.3,mg/L
DANA POINT,Total,TOC,8.524999999999999,mg/L
SAN JUAN CAPISTRANO,Total,TOC,6.05,mg/L
LAGUNA BEACH,Total,TOC,4.6,mg/L
SAN CLEMENTE,Total,TOC,13.25,mg/L
MISSION VIEJO,Total,Tokuthion,3,ng/L
LAKE FOREST,Total,Tokuthion,3,ng/L
RANCHO SANTA MARGARITA,Total,Tokuthion,3,ng/L
ORANGE CO,Total,Tokuthion,3,ng/L
LAGUNA NIGUEL,Total,Tokuthion,3,ng/L
ALISO VIEJO,Total,Tokuthion,3,ng/L
LAGUNA HILLS,Total,Tokuthion,3,ng/L
LAGUNA WOODS,Total,Tokuthion,3,ng/L
DANA POINT,Total,Tokuthion,3,ng/L
SAN JUAN CAPISTRANO,Total,Tokuthion,3,ng/L
LAGUNA BEACH,Total,Tokuthion,3,ng/L
SAN CLEMENTE,Total,Tokuthion,3,ng/L
MISSION VIEJO,Total,Total Coliform,50044.444444444445,CFU/100 mL
LAKE FOREST,Total,Total Coliform,50000,CFU/100 mL
RANCHO SANTA MARGARITA,Total,Total Coliform,47575,CFU/100 mL
ORANGE CO,Total,Total Coliform,44197.916666666664,CFU/100 mL
LAGUNA NIGUEL,Total,Total Coliform,21122.272727272728,CFU/100 mL
ALISO VIEJO,Total,Total Coliform,54175.454545454544,CFU/100 mL
LAGUNA HILLS,Total,Total Coliform,63000,CFU/100 mL
LAGUNA WOODS,Total,Total Coliform,63000,CFU/100 mL
DANA POINT,Total,Total Coliform,35608.125,CFU/100 mL
SAN JUAN CAPISTRANO,Total,Total Coliform,23003.75,CFU/100 mL
LAGUNA BEACH,Total,Total Coliform,18250,CFU/100 mL
SAN CLEMENTE,Total,Total Coliform,45262.5,CFU/100 mL
MISSION VIEJO,Total,Total Dissolved Solids (TDS),2483.3333333333335,mg/L
LAKE FOREST,Total,Total Dissolved Solids (TDS),1925,mg/L
RANCHO SANTA MARGARITA,Total,Total Dissolved Solids (TDS),1257.142857142857,mg/L
ORANGE CO,Total,Total Dissolved Solids (TDS),2199.6666666666665,mg/L
LAGUNA NIGUEL,Total,Total Dissolved Solids (TDS),2781.25,mg/L
ALISO VIEJO,Total,Total Dissolved Solids (TDS),2005.625,mg/L
LAGUNA HILLS,Total,Total Dissolved Solids (TDS),2400,mg/L
LAGUNA WOODS,Total,Total Dissolved Solids (TDS),2400,mg/L
DANA POINT,Total,Total Dissolved Solids (TDS),2950,mg/L
SAN JUAN CAPISTRANO,Total,Total Dissolved Solids (TDS),2575,mg/L
LAGUNA BEACH,Total,Total Dissolved Solids (TDS),6450,mg/L
SAN CLEMENTE,Total,Total Dissolved Solids (TDS),3437.5,mg/L
MISSION VIEJO,Total,Total Kjeldahl Nitrogen,1.6233333333333333,mg/L
LAKE FOREST,Total,Total Kjeldahl Nitrogen,1.64,mg/L
RANCHO SANTA MARGARITA,Total,Total Kjeldahl Nitrogen,1.355,mg/L
ORANGE CO,Total,Total Kjeldahl Nitrogen,2.016,mg/L
LAGUNA NIGUEL,Total,Total Kjeldahl Nitrogen,1.0911111111111111,mg/L
ALISO VIEJO,Total,Total Kjeldahl Nitrogen,1.2475,mg/L
LAGUNA HILLS,Total,Total Kjeldahl Nitrogen,0.88,mg/L
LAGUNA WOODS,Total,Total Kjeldahl Nitrogen,0.88,mg/L
DANA POINT,Total,Total Kjeldahl Nitrogen,1.475,mg/L
SAN JUAN CAPISTRANO,Total,Total Kjeldahl Nitrogen,1.685,mg/L
LAGUNA BEACH,Total,Total Kjeldahl Nitrogen,0.54,mg/L
SAN CLEMENTE,Total,Total Kjeldahl Nitrogen,1.56375,mg/L
MISSION VIEJO,Total,Total Suspended Solids,4.65,mg/L
LAKE FOREST,Total,Total Suspended Solids,5.683333333333334,mg/L
RANCHO SANTA MARGARITA,Total,Total Suspended Solids,5.988888888888889,mg/L
ORANGE CO,Total,Total Suspended Solids,8.85625,mg/L
LAGUNA NIGUEL,Total,Total Suspended Solids,7.4125000000000005,mg/L
ALISO VIEJO,Total,Total Suspended Solids,11.088888888888889,mg/L
LAGUNA HILLS,Total,Total Suspended Solids,0.725,mg/L
LAGUNA WOODS,Total,Total Suspended Solids,0.725,mg/L
DANA POINT,Total,Total Suspended Solids,5.433333333333334,mg/L
SAN JUAN CAPISTRANO,Total,Total Suspended Solids,4.875,mg/L
LAGUNA BEACH,Total,Total Suspended Solids,4.1,mg/L
SAN CLEMENTE,Total,Total Suspended Solids,12.125,mg/L
MISSION VIEJO,Total,Toxaphene,12.5,ng/L
LAKE FOREST,Total,Toxaphene,12.5,ng/L
RANCHO SANTA MARGARITA,Total,Toxaphene,12.5,ng/L
ORANGE CO,Total,Toxaphene,12.5,ng/L
LAGUNA NIGUEL,Total,Toxaphene,12.5,ng/L
ALISO VIEJO,Total,Toxaphene,12.5,ng/L
LAGUNA HILLS,Total,Toxaphene,12.5,ng/L
LAGUNA WOODS,Total,Toxaphene,12.5,ng/L
DANA POINT,Total,Toxaphene,12.5,ng/L
SAN JUAN CAPISTRANO,Total,Toxaphene,12.5,ng/L
LAGUNA BEACH,Total,Toxaphene,12.5,ng/L
SAN CLEMENTE,Total,Toxaphene,12.5,ng/L
MISSION VIEJO,Total,trans-Nonachlor,1,ng/L
LAKE FOREST,Total,trans-Nonachlor,1,ng/L
RANCHO SANTA MARGARITA,Total,trans-Nonachlor,1,ng/L
ORANGE CO,Total,trans-Nonachlor,1,ng/L
LAGUNA NIGUEL,Total,trans-Nonachlor,1,ng/L
ALISO VIEJO,Total,trans-Nonachlor,1,ng/L
LAGUNA HILLS,Total,trans-Nonachlor,1,ng/L
LAGUNA WOODS,Total,trans-Nonachlor,1,ng/L
DANA POINT,Total,trans-Nonachlor,1,ng/L
SAN JUAN CAPISTRANO,Total,trans-Nonachlor,1,ng/L
LAGUNA BEACH,Total,trans-Nonachlor,1,ng/L
SAN CLEMENTE,Total,trans-Nonachlor,1,ng/L
MISSION VIEJO,Total,Trichloronate,1,ng/L
LAKE FOREST,Total,Trichloronate,1,ng/L
RANCHO SANTA MARGARITA,Total,Trichloronate,1,ng/L
ORANGE CO,Total,Trichloronate,1,ng/L
LAGUNA NIGUEL,Total,Trichloronate,1,ng/L
ALISO VIEJO,Total,Trichloronate,1,ng/L
LAGUNA HILLS,Total,Trichloronate,1,ng/L
